,Comentario
185,"Es mi museo favorito. Si eres nacional, el fin de semana puedes ingresar gratis con tu credencial de estudiante o INE, de lo contrario tendrás que pagar una cantidad de 70 pesos mexicanos aproximadamente, hay que ir con tiempo porque es grande, todo es atractivo y está dividido por etapas, hay espacios para estacionar la bicicleta y asegurarla con alguna cadena o candado, tienen lockers para guardar mochilas y bolsos, cierran alrededor de las seis de la tarde."
186,Muy bonito e interesante.  Me gustó la organización.
187,Si te gusta la historia esté es el lugar perfecto.
188,"Es un lugar increíble, aquí es dónde puedes conocer, entender y aprender de lo que fué y es nuestra cultura, nuestros pueblos como eran y como evolucionaron, cada una de ellas están en su propio salón, es hermoso, recomiendo de ser posible ir con toda la familia, todos aprendemos algo."
189,Un lugar para pasar un buen día lleno de cultura y muchas atracciones
190,"Buenas medias de seguridad e higiene, hay varias salas en remodelacion, pero lo compensa las exposiciones temporales"
191,"Sin duda un lugar obligado pars visitarlo, pues es muy enriquecedor conocer no sólo de nuestra cultura como mexicanos, también conocer sobre el origen del hombre."
192,"La cultura indígena mexicana en su máximo esplendor, sencillamente fascinante"
193,"Increíble lugar, debes visitarlo, llegando desde estación auditorio, costo 80 pesos"
194,"excelente museo, así conocemos mas de donde proviene cada cultura! excelente lugar hay buen servicio lugar y baños  limpios. nos falto la otra mitad hay mucho que ver."
195,"Hay mucha gente en fin de semana o vacaciones, sobre todo turistas vayan con un buen bloqueador y zapatos cómodos, el costo del boleto es de $80 y los niños pueden entrar gratis, sin necesidad de llevar alguna credencial escolar."
196,Excelente lugar pasa recorrer el legado histórico de nuestros antepasados se requiere llegar muy temprano para recorrerlo
197,El mejor museo con piezas maravillosas. Excelente para turistas que en un dia pueden conocer tantas maravillas fe todo Mexico.
198,"Excelente museo para visitar con la familia, costo de acceso $80 pesos adultos, los niños no pagan, los domingos acceso gratuito"
199,"Como siempre, el museo no defrauda, muchas medidas de bio seguridad, los guardias son medio especiales pero el lugar se está renovando constantemente, vine hace un año y ahora ya tiene muchos detalles buenos!"
200,"Espectacular la visita privada, fuera de serie, gracias!!!"
201,"Un muy lindo museo lleno de piezas increíble, vale la pena visitarlo, yo recomiendo hacerlo en dos veces, para no saturarse"
202,Excelente museo importante de México grandes obras
203,Muy interesante. Las salas de las diferentes culturas esta muy dinamica no tardas en recorrerlas y el segundo piso hay que visitarlo hay salas donde puedes escuchar dialectos y mapas
204,"Hermoso lugar que cuenta con una arquitectura exquisita y además con una gran parte de la historia mesoamericana de las diferentes culturas étnicas mexicanas, con una impresionante colección en materia artística de los olmecas, toltecas Y mayas."
205,Excelente esperencia aprendes mucho de la vida de lo estados de México y sus raíces
206,Exposición Grandeza de México
207,"Simplemente increíble. No hay palabras para describir la calidad de las esculturas y obras prehispánicas que se encuentran dentro del museo. Culturas precolombinas, teotihuacanas, toltecas, mexicas, mixtecas, zapotecas, olmecas, mayas. La entrada cuesta $80mxn"
208,"Vale la pena totalmente, muy grande. Necesitas fácil 2 a 3 horas para recorrerlo completo, eso si te interesa leer y aprender algo. Excelente lugar para fotos."
209,"Es un museo muy bonito y es una experiencia agradable para compartir con la familia, consideren que el recorrido es largo para poder visitar todas las salas y les recomiendo visitarlo con sus hijos siempre y cuando no sean pequeños ya que pierden la paciencia y se aburren"
210,"Increible, grandisimo, necesito otra visita porque no alcance a verlo todo"
211,"Nos la pasamos muy bien. Es fascinante conocer la grandeza de nuestras culturas prehispánicas, un museo increíble y muy extenso, una visita para todo un día."
212,Genial
213,"Dos días mínimo para visitarlo completo. Si te interesa conocer a detalle las exposiciones, no recomendaría un guía, el lugar es tan grande que tienen que moverse rápido."
214,"Hoy, martes 18 de enero, tomé un Uber hasta el famoso Museo para visitarlo, luego de chequear el horario en este sitio. Caminé por la explanada hasta la puerta y al llegar, me llevé la desagradable sorpresa de que el museo ESTABA CERRADO, no había ni un mísero cartel. Solo a traves del vidrio, una empleada decia que estaba cerrado."
215,El museo que nadie debe dejar pasar.
216,"Es un lugar inevitable de visitar, es impresionante"
217,"Otro imperdible de Ciudad de México. Recomiendo ir con tiempo, ya que es muy completo. Ideal no perderse la primera sala donde muestran un video explicativo inicial. Realmente MUY bueno."
218,Espectacular!! Grandioso!! Seguirá siendo uno de mis Museos favoritos de la CDMX.
219,"Un lugar increíble, muy limpio y con una vibra muy especial. Recomiendo ir con tiempo por que el museo es grande y entretenido. Me aplicaron un buen descuento al presentar credencial vigente del TecNM"
220,Un grandioso lugar con un valor histórico bastante elevado que solo pocas personas en este pais pueden apreciar. El baño de hombres que esta por la entrada no tiene papel. Bonita noche.
221,"Me encantaron las exposiciones, el personal siempre muy atento y servicial"
222,Excelente nivel!!
223,Muy bien para conocer con la familia
224,"Mi museo favorito, museo por excelencia si visitas o vives en la CDMX."
225,Único para conocer la base histórica de nuestro pais
226,"El lugar es súper interesante, muy padre.!!"
227,"De mis museos favoritos, muy bonito."
228,Se aprende mucho...
229,"Maravilloso museo, el mejor de la CDMX por mucho debido a la gran cantidad de eventos, exposiciones y más que se llevan a cabo aquí."
230,"Le faltan explicaciones en inglés, deberían agregar chino mandarín y alemán, faltan algunos detalles importantes que nos definen, en algunas áreas confunde uno la época ya que hay cosas religiosas españolas mezcladas, una parte habla sobre judíos que no tiene nada que ver, es un lugar bonito pero poco factible para extranjeros y mexicanos que si leen"
231,"Un museo increíble, si realmente te interesa la antropología e historia, visitalo. Los estudiantes con credencial, INAPAM y niños entran gratis. El acceso general está en $85."
232,"Un must si visitas Ciudad de México. No dejes de ir en domingo, eso sí muy de mañana para evitar las aglomeraciones. Ni que decir de la arquitectura del lugar, un ícono de esta ciudad."
233,"Uno de los mejores museos del mundo. Abarca la historia las civilizaciones prehispánicas de México, con restos arqueológicos impresionantes como la piedra del Sol. Hermosas salas de etnográfia tmb. Se requiere el día completo para poder disfrutarlo."
234,Hermoso sitio donde educarte sobre la cultura y visiones de vida de nuestros antepasados.
235,Simplemente WOW!
236,"Un lugar perfecto para los amantes de nuestra historia, tenia bastante tiempo que no visita este lugar y había olvidado las maravillosas esculturas de Piedra del Sol o Calendario Azteca sin mencionar las hermosas replicas monumentales del templo mayor. Un consejo seria que busquen un guía que les de el tour completo para que tengan un conocimiento más amplio acerca de todo esto."
237,"Un gran museo, se tiene que con tiempo para ver todo, es un gran lugar para aprender sobre la cultura de México, hermoso edificio"
238,Un lugar muy interesante y atractivo para disfrutar y poder conocer más acerca de nuestras culturas tanto antiguas como vivas en nuestro México.
239,Está muy bien explicado todo. Me gustó mucho el recorrido 😃
240,Tuve la oportunidad de visitar el museo antes de la pandemia y me encantó. Hace unos días regresé para asistir a un evento del INAH que me endulzó la vida. Espero volver pronto para apreciar lo que me faltó :)
241,Abril 2021 el museo está abierto. Es el lugar más impresionante que haya visto. Su tamaño colosal y la abundante riqueza cultural que muestra sin duda uno de los mejores del mundo!!
242,"Un lugar muy bonito, con gran variedad de espacios al aire libre. Y un gran bagaje de historia de la cultura mexicana."
243,"Es un museo muy completo, es muy extenso por lo que se recomienda llevar tiempo para poder recorrerlo en su totalidad. Hay exposiciones bastante interesantes. Recomendado 100%. Visita obligada en la Ciudad de México."
244,Uno de los mejores museos que tiene la CDMX. Aquí se puede ver y aprender de lo que fueron nuestras antiguas culturas mexicanas. Todas las salas están muy amplias y tienen mucha información para conocer. En cada visita a la CDMX no puede faltar ir a este gran museo. 100% recomiendo irlo a conocer.
245,"Un gran museo para conocer un poco de nuestro pasado, ve con tiempo ya que por covid hay un cupo y tienes que esperar hasta 1 hora para poder ingresar."
246,"Excelente museo! Y si, por si tienen la duda está abierto al público (feb-2022) y los domingos ¡es gratis! Lleguen temprano porque se hace una fila enorme 😎"
247,"Un museo que nunca terminas de conocer,es tan extenso y tiene tanto que aportar al conocimiento, que cada visita es una nueva experiencia,tengo cinco décadas visitándolo, y cada visita siempre encuentro algún detalle que había pasado por alto en mis visitas anteriores."
248,Como siempre de los museos mas hermosos de CDMX
249,Gran parte de nuestra cultura en México e ir con mis amigos una linda manera de convivir
250,"Es uno de mis favoritos en la ciudad, muy cuidado y con muchas piezas de las culturas del México prehispánico."
251,"Este museo está muy interesante, ya que cuenta con mucha información."
252,Un excelente lugar para visitar y aprender mucho sobre la historia
253,Imprescindible visita si vas a Ciudad de Mexico
254,"Imperdible museo ! Si vas a la CDMX tienes que ir. Está lleno de historia interesante  y cosas por ver, recomendamos tomarse casi el día completo para poder disfrutar de todas las exposiciones e información que hay. El museo es muy grande y completo. Nos gustó las pequeñas exposiciones que se encuentran en las áreas verdes. 🏛️"
