,Comentario
4380,"Si eres Cancunense y quieres salir de la rutina es muy buen lugar para conocer un poco de la historia del sitio donde vivimos, ademas que tienes acceso a la zona arqueológica. Por cierto que los domingos puedes entrar gratis, para locales y Mexicanos."
4381,"Esta bien para ver algo básico sin salir de la zona hotelera de Cancún, pero es básico, por cierto, los domingos es gratis si llevas INE o IFE ."
4382,El mueseo está muy bueno. Adicional a la exhibición tiene una zona arqueológica. No puedes entrar bultos ni agua ni comida pero el servicios de lockers es gratis.
4383,Excelente ubicación. Museo muy tranquilo
4384,"Sin duda alguna aprendes algo de todos los museos, museo maya de Cancún me dejó ver un poco más de la cultura maya, si tienes tiempo para visitarlo, vale la pena, recorrer la zona arqueológica, no es muy impresionante pero los senderos son bonitos."
4385,"Es chévere porque tienen los elementos que han encontrado dentro de los edificios en las zonas arqueológicas y que no llegas a ver cuándo las visitas. Te cuentan la historia de la península de Yucatán paso a paso. Pero no tiene el efecto wow! de visitar las ruinas mayas. Si vas a estar pocos días en Cancún y no alcanzas a ir a ninguna de las zonas arqueológicas, es ideal porque conoces la cultura maya, si no, se puede obviar."
4386,Muy buen lugar para aprender un poco más de la cultura Maya
4387,"Muy bonito museo, donde se.muestra la cultura maya, además se pueden visitar las ruinas de San Miguelito, excelente experiencia enmedio de un lugar turístico de sol, playa, arena y diversión!"
4388,"Cuando lo abrieron el museo estaba muy bien, muy completo para comprender la historia del Mayab. Sin embargo, han cerrado la mitad del museo y gran parte de las piezas que quedan están en otras exposiciones.

Aunque está mucho más lejos, recomiendo el Museo Maya de Mérida para aquellos que quieran aprender sobre la historia precolombina."
4389,"Me gustó, muy buena exposición"
4390,"No es muy grande  pero tiene muestras de vasijas en barro muy bonitas,es un buen complemento a las visitas de los sitios arqueologicos,lo recomiendo si tienes interes por la cultura maya"
4391,Buena zona arqueológica y museo
4392,El museo tiene piezas interesantes y un poco de historia. La zona arqueológica no es muy grande pero si se puede apreciar las construcciones. El manglar es hermoso.
4393,Muy bonito y pocos lo conocen!
4394,"Me agrado mucho que este tan cerca del museo, ademas este también es muy cercano a la playa, lo cual nos encanto en el tour que tomamos, la entrada fue suuuuuuuuuuper barata ademas!"
4395,"Es un museo donde encuentras ruinas Mayas custodiadas por hermosas iguanas y una excelente exposición les recomiendo llevar repelente de mosquitos, el día domingo no tiene costo la entrada para mexicanos llevando una identificación"
4396,"Muy interesantes, me gustó mucho 👍"
4397,"Está padrísimo que ese tipo de cosas existen en Cancún y no nada más la parte playa si no que se intenta agregar esa parte cultura ( aunque sea poquito) está muy bien cuidado y las salas están muy lindas y limpias por tan solo 70 o gratis los domingos si eres nacional con tu IFE,muy buena opción para pasar una tarde!"
4398,"Museo hermoso para conocer detalles y piezas de la cultura maya, muy interesante la zona arqueológica."
4399,"Esperaba algo más extenso, el recorrido es bastante corto y su precio son 70$."
4400,"Muy bonito, grande, muchos restaurantes con gran servicio"
4401,Muy padre la experiencia...
4402,Estaba cerrado a pesar de anunciar en la página que está abierto
4403,"Una excelente muestra de la cultura maya en un precioso edificio con buena arquitectura, además una pequeña zona arqueológica entre una buena muestra de fauna y flora de la región, para sentir que estás descubriendo,  pasear y pensar en la selva
Enclavado en la zona hotelera de Cancún"
4404,Pequeño museo pero con piezas muy bellas de  arqueologia que ayudan al visirante a conocer la historia de Cancun y la importancia de los sitios arqueologicos de sus alrededores. La museografia  buena y el personal muy amable. El paseo por su zona arqueologica de San Miguelitoes tambien muy agradable por la vegetacion y las majestuosas ceibas.
4405,No todos los turistas van a Cancún con el objetivo de aprender sobre arqueología y cultura mexicana... Es un lugar hermoso lleno de información y la zona arqueológica está bien mantenida...
4406,"Un lugar maravilloso. Vale 70pesos mexicanos la entrada. El estacionamiento 180pesos. En el camino del estacionamiento a las ruinas vimos todo tipo de animales, 2 serpientes, 4 coaties, ardillas y muchisimas aves"
4407,"Maravilloso paisaje, durante el recorrido por las ruinas disfrutas de la naturaleza, de las ruinas y no perdimos la oportunidad de tomarnos fotos y grabar uno que otro video, en el Museo 🏛 encontrarás obras de arte de nuestros antepasados mayas, con mucha información en cada stand que nos permite enriquecer y conocer más de nuestra cultura."
4408,Muy interesante.
4409,Muy descuidado y una zona del museo cerrada.
4410,"No estaba abierto cuando llegue pero por fuera se veía súper, espero volver y poder entrar"
4411,Sumamente interesante
4412,Excelente!!
4413,Hermoso lugar .. el museo con objetos muy bonitos y instalaciones súper.. la zona arqueológica fresca por el ambiente de árboles no te aburres.. genial para recorrerlo en 2 horas
4414,"Si vienes a Cancún, debes visitar. El Museo Maya de Cancún. Encontrarás historia, imágenes agradables a la vista, y esculturas modernas.
Los domingos podrás entrar de manera gratuita.
Si vives en cancun y cuentas con alguna identificación de este lugar, de martes a sábado podrás entrar con un 50% de descuento
No te lo pierdas. Serca del hotel Emporio."
4415,Bien para aprender sobre la cultura de este territorio
4416,Excelente lugar. El personal es muy atento y te orienta durante todo el recorrido. Es una opción perfecta para acercarte a la cultura maya. Lastima que en los hoteles no te lo ofrezcan como atractivo.
4417,"Hermoso museo, pequeño pero con una muy buena exhibición, lo único malo es que no hay ni un letrero que lo anuncie, lo tienen muy escondido cuando debería de ser  una visita obligada para los que gusten de la cultura"
4418,El museo no tiene nuevas adquisiciones ni nuevas áreas alebrijes tapados ... Lo único rescatable es las actividades manuales para la familia !!! Oajala puedan hacer las por ese museo
4419,Está padrísimo pero hay muchos mosquitos llevar repelente huele super delicioso por los árboles tienen unas como tipo guayabas que huele delicioso.
4420,Muy bonito el recorrido antes de entrar al museo cuyas piezas de arqueología son hermosas la atención en especial de una señora que hace el aseo en los baños es estupenda en esa ocasión Sele quedó el celular a mi esposa en el baño y la señora muy honesta y amable salió corriendo en busca de la dueña felicitaciones a dicha señora que engrandece la raza de los mexicanos honestos y trabajadores .
4421,"Debo admitir que hasta ahora es el lugar que más me ha gustado aparte de la Playa en esa Zona. El museo está súper cuidado, excelentes condiciones absolutamente nada de basura . Lo ame"
4422,"Muy buen museo Maya, donde podrás encontrar piezas reales y ademas ruinas de los mayas en medio de la selva y una piramide, tambien existen otras exposiciones agenas a los mayas en otras salas, pero yo recomiendo ampliamente ver las piezas mayas y las ruinas"
4423,Museo vanguardista y respetuoso con el entorno.
4424,Está muy interesante toda la parte museologica de cerámicas y elaboración artesanal. La zona arqueológica como muchas otras está a asediada por la vegetación.
4425,Muy mal
4426,Es un museo pequeño pero muy bonito. Hay zonas que estaban cerradas pero es muy interesante y a un precio muy accesible. En las ruinas hay fauna endémica y esto lo vuelve una experiencia única.
4427,Excelente lugar para conocer un poco de la cultura Maya  si tienes tiempo no estaría de más en dar una vuelta por este museo
4428,"Historia prehispánica, entre un gran manglar."
4429,"Muy interesante, con bellos incensarios."
4430,"El museo no es muy grande, pero vale la pena visitarlo porque también cuenta con una zona arqueológica, la entrada no es cara y los domingos es gratis para los mexicanos"
4431,"Museo interesante con muchos objetos prehispánicos, vale la pena visitar. El costo por la entrada es de 80 pesos por persona."
4432,Es un  lugar muy bonito con piezas importantes de nuestra cultura en donde aprendes a valorar a nuestros antepasados y a maravillarte con su forma tan avanzada de vivir. Lo incómodo fue no poder ver todo ya que una parte estaba en remodelacion.
4433,"Un lugar muy limpio y muy bien organizado, la zona arqueológica no es muy extensa pero se disfruta recorrerla, los códices del museo son impresionantes!"
4434,El recorrido de el museo es pequeño
4435,"Muy pequeño, pocas cosas en exhibicion. No funciona el elevador, no funcionan muchas pantallas dentro de las exhibiciones. Deberia ser gratis la entrada para todos."
4436,Instalaciones limpias. Buen servicio
4437,"Increible la zona arqueologíca de ""San Miguelito"" muy bien señalado y explicado todo, te transporta a un pedacito de selva con su imponente vegetacion y su fauna(Iguanas enormes y muchas aves) todo en conjunto con las bellisimas ruinas.....

Y para refrescarte del calor humedo de cancún, pasas a sus salas de exibicion que aunque no sean tan grandes a comparacion de otros museos, tienen una coleccion de piezas muy impactante y que no puedes dejar de apreciar... Lugar obligado si te intereza todo lo de la cultura maya y las civilizaciones prehispanicas."
4438,Exelente lugar en medio de los hoteles y los domingos no cover con la credencial de elector
4439,San Miguelito otra zona arqueológica poco promocionada pero que vale la pena visitar
4440,"En domingo la entrada no tiene costo. Tanto el museo y la zona arqueologíca son muy pequeños, el recorrido aproximadamente lo realizas en dos horas, pero es muy bonito, el contacto con la naturaleza es fantástico"
4441,"Es un lugar muy agradable, pero lamentablemente le falta mantenimiento."
4442,Muy padre el.miseo tiene bastantes cosas muy agradables que ver
4443,"Excelente museo, te transporta a la historia, te hace pensar y valorar el como vivían antes los mayas, además, el área selvática que tienen para caminar está muy genial."
