,Comentario
97,"muy buen museo, bastante entretenido, con actividades para todos, es genial!

ya le falta un mantenimiento exterior y muchos de los audífonos en las expos no funcionaban, no pudimos completar la experiencia, ciertos rompecabezas les faltan piezas.

pero muy bien por la UNAM
totalmente #hechoencu"
98,"El museo es super interactivo, ideal si quieres pasar un rato divertido con tu familia o pareja. Cuenta con tres pisos con diversas salas dedicadas a diferentes temas como el origen del universo, de los planetas, la luz solar, la naturaleza, el funcionamiento del cerebro, salud sexual, el origen del hombre, etc. Tiene una sala llamada mariposario y también un laboratorio de experimentos. La entrada cuesta $70 al público en general y para ingresar al planetario son $10 más, (super barato.) En el planetario tienen diferentes funciones, cada una dura aproximadamente 20 minutos, que valen la pena. En ellas te explican las constelaciones estelares, el movimiento del Sol y la Luna durante el día, los planetas, etc. Si quieren ver todo el museo lleguen temprano para que les rinda el tiempo. La razón de mis 4 estrellas es porque había muchos juegos que no servían, audífonos que no se  escuchaban y en otros stands no había los elementos necesarios para jugar. El museo es increíble peor deben darle mucho mejor mantenimiento a lo que hay dentro."
99,Lo único que sugiero es que tengan más información de cómo pueda verse el museo donde conviene empezar dónde conviene terminar que tengan también una liga de internet para poder revisarlo en forma directa y acceso a internet a Los visitantes por lo demás Me parece muy loable ya 26 años de historia de un museo interactivo dentro de la universidad felicidades
100,"Los recorridos son únicamente con guía y los reducen a 10 personas.
A tomar en cuenta que si llevas niños el recorrido es diferente al de los adultos.
Y no visitas todas las áreas del museo en cualquiera de las 2 formas."
101,"Es un lugar muy completo cada sala tiene algo sorprendente, se puede aprender mucho y reforzar temas escolares y de interés los niños también aprenden y se divierten, solo sugiero mantenimiento continuo a material y estaciones auditivas"
102,"Excelente museo, muy completo, lo están remodelado pero vale mucho la pena, cuenta con baños, estacionamiento $10, entrada en $70 y en $10 las funciones al domo. Muy limpio y tiene jardín muy tranquilo. Se encuentra dentro de ciudad universitaria."
103,"De los mejores museos de la ciudad. Cuenta con personal capacitado para resolver cualquier duda acerca de las salas dentro del museo, las cuales son altamente interactivas y agradan desde los grandes hasta los chicos. Es ideal para venir con niños mayores a los 6 años para recorrer las salas, aunque también existe un área para que los niños menores de 6 años jueguen (aun tendran que estar en compañía de un adulto todo el tiempo).
Cuenta con una cafetería y un restaurante dentro de las instalaciones; además del planetario y el mariposario."
104,"Entrada General $70, con credencial de estudiante, profesor, ex alumno o INAPAM $60.

Precio planetario: $10 p/p
Precio Talleres en Ciencia Recreativa: $25

Martes 2x1.
Promoción: 4 entradas x $210 (Ya no es necesario presentar algún tipo de credencial)

Precio estacionamiento: $10 todo el día

Precios vigentes 2017

Tiempo estimado por sala: de 20 a 30 min. Son doce salas aproximadamente.

Es un museo de ciencia muy interactivo y divertido, se puede aprender mucho. No hay visitas guiadas (a menos que se cuente con reservación) pero el museo cuenta con chicos Anfitriones que pueden apoyar con información dentro de cada sala, ellos son el plus para poder llevarse una buena experiencia.

El museo cuenta con cafetería y restaurante. La primera no es muy recomendable, los precios son regulares y no van de acuerdo a lo que sirven.

Se puede llevar lunch aparte, mismo que puede ser guardado en paquetería, ésta no tiene ningún costo y con un sticker se puede entrar y salir sin problema."
105,"Pésimas y carísimas !!!! Aguas porque te quieren cobrar de más !!! No valen la pena, decayó mucho el lugar y todo lo hacen al vale madres !!!
Las tostadas son raquíticas y parece que les haces un favor !!! Neta menor ir a otro lugar ya Qie barato no es !!!
Pésimo todo !!"
106,Si quieres conocer a detalle todas las salas requieres asistir dos veces. Pero en un día desde que abren puedes hacerlo si solo te interesan temas especiales.
107,"Un museo que nos da lo mejor de la ciencia en sus aplicaciones creativas. Cuenta con muchísimas dinámicas interactivas, personal capacitado, sus salas cuentan con información de calidad. Necesitarás de mucho tiempo para visitarlo a profundidad. Ubicado en uno de los lugares más bellos de la Ciudad de México (en Ciudad Universitaria), bastante accesible mediante el PumaBus Ruta 3 (verde oscuro).
Genial lugar, ¡excelente alternativa para retomar tu amor a la ciencia!"
108,Excelente lugar donde puedes conocer más sobre el medio ambiente en el cual vivimos y su transformación.con nuevas salas muy amplías y guías capacitados que te ayudan a despejar tus dudas
109,"Muy bonito lugar. No lo tenía en el radar, pero por las tareas de mi hija fuimos a parar ahí. La UNAM siempre tiene joyas. Entrada menos de 100 pesos y hay paquetes. Adquirimos el combo de Expo Océanos ya obra de marionetas ""Alicia en el Laberinto"" Muy recomendable!"
110,"Tiene actividades muy interesantes, de lo que visitamos me gustó mucho el planetario,mariposario (aunque es pequeño la explicación es muy buena)y una actividad de baylab (extracción de ADN), varias áreas están como en remodelación algo que no entendí por ser pleno periodo de vacaciones."
111,"El Universum cuenta con dos auditorios donde se realizan congresos, simposios, etc. En una zona del área verde se instalan las carpas para comer lo que hace más práctico estos eventos. Buen apoyo, gracias."
112,"Excelente museo para visitar, el espacio creo que es el adecuado pero algo descuidado, ya que pertenece a la UNAM creo que debería de estar mejor cuidado o darle una remodelación mayor y que compita contra el MUAC, que está muy bien...

Universum tiene varias salas, muy didácticas y entendibles, no hay estacionamiento, tienes que dejar tu vehículo en los estacionamientos a un lado, son como 10 minutos caminando tranquilamente."
113,"Es un lugar increíble. El costo es muy bajo tomando en cuenta todo lo que se puede hacer ahí. Me parece que es el mejor lugar para acercar a los niños a la ciencia y a los adultos les da un enfoque más práctico y simple. Siempre es divertido asistir, no importa cuántas veces vaya."
114,"Muy desagradable mi última experiencia, cobran el total de la entrada y el 50% del museo en descuido, sucio, fuera de servicio. Lo único excelente fué la cafetería, excelente atención y rico todo"
115,"Hace 2 años lo visite por primera vez, pero lo estaban remodelando. Me gustó mucho sobretodo por que hay actividades donde llegas a interactuar con los mismos visitantes como tu. Hace 1 semana volvimos a ir y está todavía mejor con el área de matemáticas. Aunque no son mi fuerte de algún modo... Te hacen comprenderlas y entenderlas. Esta muy padre la mesa de billar es forma de ovalo, al igual el área de reciclado... Ese me falto... Si en verdad kieres pasar por todas las salas.. Lo más recomendable es que llegues temprano."
116,"Tiene muchísimas salas, la entrada está en 100 el costo extra para la sala OCÉANO es en 20,para recorrer completo el museo mínimo unas 6-7 horas ,vale la pena el planetario solo fines de semana, se puede liberar mariposas y todos te explican muy bien,se encuentra cerca del metro universidad,los taxis colectivos valen 7 pesos"
117,Este museo ya tiene muchos años y sigue siendo muy interesante. Recomiendo mucho ir a visitarlo.
118,"Tenía algunos años que no iba a la Universum, llevé a mi hija para que lo conociera, aunque le falta mantenimiento a algunas salas, sigue siendo un gran museo."
119,"Un lugar muy bonito, un poco descuidado, aunque lo están remodelando, es ideal para niños y adultos, la verdad me tarde mucho tiempo y no lo acabé de recorrer volveré a ir hay muchos experimentos y áreas donde puedes interactuar con la ciencia, por cierto me encantó el área de laboratorio de  Bayer ""baylab"""
120,"Muy buena propuesta de la Universidad, aunque hay que arreglar algunos detalles, como lo son varios de las salas interactivas que ya no funcionan, en general la descripción muy bien, entendible y comprensible, ideal para las escuelas o grupos en general. La atención es buena, aunque hay que capacitar mejor a los guías, o por lo menos que sean de las áreas correspondientes, pues luego no explican bien."
121,"Excelente lugar para los curiosos, distintas salas totalmente interactivas, amplia variedad de películas exhibidas en el planetario. Cuenta con un mariposario el cual conviene agregarse a la lista desde que uno llega ya que son pocos los recorridos durante el dia y ya esta incluido en el pase de entrada"
122,"Es un museo interactivo donde aprendes mucho, desafortunadamente sigue cerrado. No hay ningún letrero o algo que diga cuando volverán a abrir."
123,"Excelente lugar para chicos y grandes. Hay que llegar temprano pues es muy grande y no da tiempo de recorrerlo todo. Me encantó la exposición de Océanos. En general todas las exportaciones son muy buenas. Lo único malo que le encontré es que algunos aparatos ya no funcionan pero fuera de eso, es un excelente lugar, además de encontrarse en CU que de por sí es muy bella."
