,Comentario
3018,Muy atractivo y educativo
3019,Me encanta ir!! Gran lugar!!
3020,Excelente lugar para aprender la historia de México.
3021,"Siempre los museos son un gran lugar para aprender, con esta exhibición de juguetes es aún mejor"
3022,"Excelente lugar y atencion del personal, muy bien conservado e interactivo. Es necesario explicarle a los niños el uso y reglas del museo"
3023,"Tiene una  biblioteca especializada en historia de México, abierta al público con entrada gratuita."
3024,"Muy bueno, muy variado, la personal de seguridad de la sala prehispánica es muy pedante, sin embargo, los demás son muy amables."
3025,"Siempre visitamos, a mis hijos les encanta"
3026,"Exposiciones fijas (México prehispánico* y otras épocas, Sala de Marfil) y exposiciones temporales (Miguel Ángel El divino, Maximiliano y Carlota...). La entrada es gratuita el domingo."
3027,"Cada una de las salas muy completas, con la información necesaria acerca de la exposición. Solo el personal de la entrada necesita una mejor capacitación para recibir a los visitantes amablemente."
3028,"En algunas otras ocasiones e visitado el museo, en la parte de abajo cambia dos o tres veces al año, lo que allí exponen. También tienen un teatro nosotros acudimos, una vez al mes, los domingos a escuchar y ver a un grupo de cantantes, como quinse diferentes cantando canciones alucivas a la fecha, o en homenaje a alguien en especial, la parte de arriba nuestro pasado como nación, datos históricos muy importantes, en la parte de afuera es dónde se realizan las fiestas de santa Lucía. Muy importante visitar esté museo."
3029,Excelente museo con exposición permanente. Vale mucho la pena visitarlo. 👏👌
3030,"este museo si que me gusta, me trae tantos recuerdos!!!"
3031,"Muy buen museo, hay días de promoción, excelente atención, un super lugar para pasar la tarde."
3032,"Exelente exposición, vale la pena visitarlo!!!"
3033,"Fabuloso,  se conoce y se aprende mucho, hay piezas únicas"
3034,Tenía tiempo q no iba sigue siendo interesante
3035,"Excelente lugar, muy bien cuidado y organizado a un precio razonable. Totalmente recomendado."
3036,"¡Vaya lugar! Increíble, la estructura, las exposiciones, la información, las piezas, TODO"
3037,Es un excelente lugar para ver toda la historia de México de una manera general.
3038,Un museo en el Paseo Santa Lucía que vale la pena visitar si están de visita en Monterrey.
3039,Los Domingos está gratis y no hay tanta gente dentro del museo
3040,"Como vistantes nos falta mucha cultura y educación...no entendemos y no respetamos protocolos, nos amontonamos, soltamos a los niños... sin dar oportunidad a que otros visitantes puedan disfrutar del museo!!🙄"
3041,"Limpio, personal amable y siempre al pendiente de que los visitantes no hagan mal uso de las instalaciones/exposiciones"
3042,"Me encantó, excelente  museo"
3043,Muy interesante! Un bien lugar para conocer y saber más acerca de nuestras raíces. El trato de las personas que ahí laboran es muy amable
3044,"Excelente lugar para aprender, es algo grande a si que es mejor ir con zapatos cómodos!"
3045,excelente lugar para pasar el día
3046,Excelente visitarlo! Por toda la cultura mexicana! Me pareció un lugar muy bueno para enriquecer nuestra mente y sobre todo de los niños!
3047,Excelente servicio y exposición (Graciela Iturbide)
3048,Ideal para pasar el rato y aprender un poco
3049,Muy buena exposición permanente
3050,Excelente museo. Los martes la entrada es gratis
3051,Muy recomendado los martes es entrada libre
3052,"Muy hermoso, está de visita la cultura del Edo de Oaxaca, ademas de una coleccion de marfil con piezas de hermosa destreza tecnica.
Muy innovador y dinamico en la exposición fija."
3053,"Un recinto con grandes exposiciones, de arquitectura moderna , incrustado dentro dentro de la Macroplaza en monterrey, vale la pena visitarlo"
3054,Magnificas exposiciones temporales y permanentes. Un recorrido interesante por la historia del noreste mexicano.
3055,"No visité el museo pero si el Paseo Santa Lucía de noche y me encantó, dura aprox 40 min y de verdad que belleza, vale la pena 👍🏻"
3056,"Excelente lugar, el personal muy muy amable y atento"
3057,Excelente museo donde se puede vivir la historia de México en un ambiente tranquilo. Hay que hacer una mención especial a la abstención de su personal que es de primer mundo
3058,"Museo  dedicado  a la adquisición, conservación, estudio y exposición de objetos de valor relacionados con la ciencia,  el arte  y la cultura .
Hay diversas exposiciones permanentes y temporales  con gran aportación al desarrollo de los conocimientos culturales de México..."
3059,Cautivador muy bonito. Muestra nuestra historia
3060,Excelente como siempre cada que lo visito me maravillo con las exposiciones .
3061,"Excelente lugar, con rica historia"
3062,"Excelente museo, el personal muy amable y las instalaciones de primera"
3063,Está muy bien
3064,Aunque lo estaban arreglando en la zona las obras estan muy padres
3065,"Gran expo
Un lugar que nos muestra de manera detalla la historia de México
Instalaciones modernas
Ordenado
Y como dije, una gran exposicion"
3066,"Variedad de exposiones, martes y domingo es gratis, RESPETEN LAS INSTALACIONES y PROHIBIDO UTILIZAR FLASH"
3067,Maravilloso museo.
3068,Muy completo y muy bonito
3069,Muy bonito y muy interesante!
3070,Es un lugar muy hermoso e interesante al conocer la historia de México
3071,Interesante lugar para visitar
3072,"Un lugar muy completo , para conocer más sobre la historia de nuestro país"
3073,"Acabo de llevar a mis hijos de 6, 8 y 11 años, y a pesar de que ya los he llevado anteriormente, se siguen emocionando al llegar y ver el edificio, de hecho tienen su sala favorita, obvio la de los animales y el México antigüo. El ambiente es agradable, las instalaciones limpias y bien cuidadas  y el personal siempre muy atento y dispuesto a resolver dudas o apoyarte en alguna situación. Solo falta un poco más de actividades para los niños o en familia, como talleres o exposiciones en horarios más variados."
3074,"La verdad, superó las expectativas que tenía sobre este lugar. Muy buena museografía."
3075,Siempre que voy estoy fascinada. Las exhibiciones permanentes son geniales y me gusta mucho ver las nuevas también.
3076,"Área climatizada, muy limpio y las exposiciones son pocas pero es un lugar excelente para turistas y niños,aprendes mucho de la cultura regiomontana y de las tradiciones del norte, tienen el área de restaurante que está muy lindo y muy rico,les recomiendo el área libre para una vista más agradable hacía el paseo Santa Lucia. Espero puedan abrir pronto después de la contingencia."
3077,"Excelente, domingos gratis"
3078,"Es un museo grande por lo que te recomiendo ir cómodo y usar los elevadores
La entrada cobran $40 adultos
Mi bebé entró gratis no me cobraron.
El personal de seguridad te va guiando y recomendando qué ver primero
Tienen área para guardar cosas.
Te recomiendan también que no tomes fotos con flash ⚡
El área dónde está la estación de ferrocarril te subes a el, y te proyectan un vídeo🚂🚃"
3079,"Muy interesante y bella la historia de nuestro México, poder apreciar un cachito de la misma plasmado en la propuesta de este Museo resultó  una muy agradable experiencia."
3080,"En ésta ocasión no entramos al museo, estuvimos en la explanada e hicimos el paseo en lancha.
Todo estuvo muy agradable, precios muy accesibles y excelente atención de los conductores."
3081,"El museo de historia de mexico muy bueno. El de historia del noreste fatal, empezando desde el personal que no te deja ver la exposición sin estar encima de ti, aun cuando eres la única persona en todo el museo. Muy grosero su trato siendo yo turista y nula amabilidad"
3082,"Totalmente recomendado, todos muy amables, la arquitectura impresionante, y las exposiciones son totalmente increíbles. Aparte hay muchachos muy bien preparados que te guían y te explican con lujo de detalle. Existe innovación tecnológica para hacer la exposición muy dinámica para los niños, los niños salen encantados y los adultos impresionados. Totalmente increíble, le doy un 10 de 10."
3083,"Acceso gratuito los domingos, está bien conservado."
3084,Excelente muy hermoso
3085,"Excelente. En la relación de calidad y precio, uno sale debiendo. Muy cuidado y funcionan los interactivos. Muy valiosa la exposición de diferentes colecciones. Lo único que extraña es que no hay tanto de historia regional, pero puede ser por efecto de respetar la alusión de historia nacional, como el nombre mismo del museo refiere."
3086,Excelente para aprender sobre la historia de México
3087,"Muy bonito museo. Tiene la sala de exposiciones temporales muy bien organizada, las partes de la historia mexicana son muy grandes y bien explicadas además de tener áreas intuitivas. Tiene otras partes como la de ecosistemas muy bien realizadas e interesantes. Lugar de visita obligada al estar en una excelente zona."
3088,Muy bien Bonita experiencia  para los alumnos
3089,Me super encantó el lugar y más por la exposición de Playmobil que esta
3090,Muy buenas exposiciones temporales como permanentes consulta en su pagina web
3091,"Un buen paseo, parque fundidora, tomar el paseo del Río llegar a la macro plaza, conocer sus tres museos, regresar al parque y disfrutar la tirolesa"
3092,"Acceso controlado, protocolos al 100 y seguridad siempre al pendiente para que la gente cumpla con las reglas de visita por COVID. Exposiciones temporales recomendadas"
3093,Muy hermoso lugar y estaba un grupo de personas con orquesta en vivo bailando danzón  que hermosa experiencia
3094,Buen lugar exelente historia
3095,Muy interesante las galerías
3096,"Recorrerlos, es mi interesante"
3097,"Me encantó el museo cuando lo visite, tenían una exposición de la revolución mexicana y aprendí mucho. Me gustó ver todo muy bien expuesto y entendible para el visitante pero con explicaciones más profundas si querías seguir leyendo del tema."
3098,"Sumamente entretenido y al parecer esta diseñado para los niños, es muy didáctico y tiene un tren!"
3099,Muy Bonito el Museo!
3100,Un lugar de historia impresionante y maravilloso
3101,GRANDIOSO MUSEO QUE CONTIENE HISTORIA DESDE EL MEXICO PREHISPÁNICO HASTA EL DIA DE HOY........ DONDE PUEDES ADMIRAR LAS DIFERENTES EXPOSICIONES TEMPORALES QUE AHI SE EXHIBEN.....
3102,Excelente sitio para tener una visión de nuestro pasado.
3103,Un exelente lugar para poder conocer la istoria
3104,Muy bello museo con la interesante historia de nuestro país. Excelente ambiente!
3105,Buen lugar para entretenerse sin gastar ya que los martes y domingos son gratis
3106,"En lo personal es de los mejores museos que he visitado. La exposición de árboles y vida animal está muy bien. Las maquetas de las principales zonas arqueológicas estan muy bien hechas. Muy interactivo. Además las instalaciones están excelentes  , hasta los baños muy limpios."
3107,Café del museo de historia muy buen servicio
3108,"Muy limpio, interesante y sobre todo, buena opción para toda la familia. Lo único que es un buen punto para mejorar son las exposiciones; estuviera mejor si cambiaran de exposiciones mas frecuentemente o que simplemente tuvieran mas salas para exposiciones temporales. Por lo demás, muy buen lugar :)"
3109,Tienen salas muy interesantes e interactivas.
3110,Me encanto este Museo. Mi parte favorita fue las maquetas de ciudades prehispánica.
3111,Es un gusto visitar un lugar tan bello y que toma todas las medidas de higiene y sanidad durante esta pandemia.
3112,"Un lugar muy bien estructurado, con exhibición permanente excelente y buenas visitas de otros museos con gran calidad. Infortunadamente su acceso es frustrante, caro, complicado y un fabuloso Via Crucis en el que hay que ser local, porque de visita ni los UBER saben cómo dejarnos en una zona cercana y/o accesible. En resumen, es un hermoso reflejo de la cultura en el Estado: Presente, pero poco accesible."
3113,3 museos contando tu historia me encato todo muy antiguo muy recomendable
3114,"Muy interesante. El único detalle es que lo más importante para ver está en la planta alta y uno pierde el tiempo viendo otras cosas en la primera planta. También cómo sugerencia podrían checar bien la información que muestran en algunas piezas ya que en algunos casos necesita ser actualizado, y en otros hay errores de ""dedo"". Por lo demás todo bien."
3115,Amamos la exposición de Playmobil
3116,"Es un excelente lugar para visitar tanto para conocer un poco más de la historia de nuestro país como para llevar a un grupo de visita. El recorrido es algo largo, en la parte más baja inicia el recorrido contando la historia de los pueblos del antiguo noreste, (de las zonas de Tamaulipas, Nuevo León, Coahuila y Texas), y poco a poco vas subiendo por diferentes partes de la historia como la independencia de México. Cuenta con diferentes artefactos (canastas de los antiguos pobladores, réplicas de osamentas, armas de la independencia, entre otras). Los guías está muy bien capacitados para explicar a detalle cada una de las habitaciones y son muy amables a la hora de responder las dudas.
Algunas recomendaciones generales para el lugar es no tocar las obras (algunas cuentan con sensor de proximidad), no entrar con alimentos y/o bebidas y tomar fotos sin flash."
3117,"Es un lugar muy bonito, fresco, para caminar y también para disfrutar de algún platillo,o antojo en los distintos restaurantes al rededor del museo y paseó,santa Lucia, Así como dar un paseo en lancha con la familia..."
3118,Fue nuevamente la asombrosa experiencia que recordaba de cuando visité este museo hace quizás unos quince años. Las exposiciones temporales maravillosas. Las atenciones del personal de las diversas áreas también muy accesibles. Realmente te ambienta y captura en la atmósfera histórica y por el costo de la entrada y lo que abarcaba fue excelente. Indispensable visitar si uno viene solo de paso a la ciudad o trayendo pues invitados a la ciudad.
3119,Exelente lugar para visitar.
3120,"Nunca había escuchado de este museo y la verdad superó por mucho mis expectativas. La entrada tiene costo de $40 público general y $20 estudiantes. Cuenta, como lo dice su nombre la historia de México en diferentes salas pasando por diferentes culturas y etapas, desde el México prehispánico hasta nuestros días. La exhibición permanente está muy bien preservada y hay suficiente espacio para ver todo con calma, el edificio es amplio y moderno. Cuenta con una tienda de recuerdos muy bonita pero bastante cara. Con el precio del boleto también se puede acceder al museo del Noreste."
3121,"Excelente museo, trato amable del personal e instalaciones muy bien cuidadas"
3122,"El lugar es genial, no es tan grande como el marco pero tienen buenas expocisiones. El museo está enfocado más en el público  infantil. Tiene  cosas interactivas y didácticas. Es gratis los martes y los domingos, el museo está conectado con el MuNe así que los días gratis también puedes entrar al museo aledaño, que más quieren!!"
3123,Super interesante y completo
3124,"Exelente ,muy limpio y todo muy ordenado"
3125,"Muy interesante, no dejen de visitarlo"
3126,La exposición arte virreynal estuvo excelente!
3127,quisiera saber cual es el costo de la entrada por persona 🙏 alguien me dice plis
3128,"Las exposiciones temporales siempre son de lo mejor, hace mucho tiempo no lo visitaba, han agregado un par cosas muy buenas para una mejor experiencia, lo único que podría alterar tu experiencia, es que ya no mantienen el silencio que había, muchos niños y padres, si bien no gritaban, hablaban en voz alta y si te puede llegar a molestar, pero fuera de eso, es un gran lugar para disfrutar de la historia de México"
3129,"Una curaduría excepcional, buen gusto por el arte moderno, el diseño arquitectónico es muy incluyente, es decir, tiene accesos para que personas con silla de ruedas ingresen sin problemas. Sin duda la sala ""marfiles"" siempre atrae. Se conecta con otro museo a través de un puente sobre el río ""Santa Lucía"". Encuentras libros del fondo de cultura económica."
3130,Tiene algún costó??!
3131,Excelente opción cultural
3132,"Excelente sitio, un recorrido muy interesante por la historia de México, su cultura y su diversidad."
3133,Por ser un espacio cultural polifacético
3134,Maravilloso... Arquitectónicamente espectacular
3135,Exelente
3136,"Es un buen lugar para visitar con tiempo, hay exposiciones temporales interesantes y las fijas también son buenas, aunque algunas cosas están en mantenimiento lo demás está bien, los martes y domingos son de entrada libre y también el museo del noroeste, algunas atracciones son interactivas y las maquetas son buenas, no es muy grande pero si lleva tiempo explorarlo"
3137,un excelente trato un lugar maravilloso unico
3138,"Bonito pero con muy pocas piezas, el tren lo mejor."
3139,He ido 3 veces y no deja de asombrarme
3140,"Excelentes instalaciones, personal muy amable y estacionamiento muy bueno, realmente es impresionante la cantidad de caminata que haces en los museos, pero por ir viendo las exposiciones ni sientes el ejercicio hasta que terminas, a parte cuenta con una cafetería excelente😉
Martes y domingos es gratis! (Si no me equivoco)"
3141,"La entrada es gratis, y es muy grande."
3142,"Le falta más atracción, cuenta con un gran edificio, necesitan sacarle provecho."
3143,Un lugar muy hermoso ademas de que puedes aprender de la historia de México de una forma muy entretenida
3144,"Excelente museo, muy limpio y agradable, no pierdes nada con ir y conocerlo, los domingos es gratuita la entrada. Los baños muy limpios, las instalaciones funcionando al 100%. Te pasas unas 2-3 horas leyendo el interactuando dentro del museo."
3145,"Excelente, como siempre un lindo recorrido."
3146,"Un lugar que debe visitarse, con gran arquitectura y una extensa colección de artículos historicos presentados de forma muy interesante la visita resulta muy agradable y de mucho aprendizaje para chicos y grandes. Solo debo mencionar que le falta algo de mantenimiento, especialmente a los baños."
3147,"Un museo grande y bonito, que te muestra desde el México antigüo hasta lo que ha sido el México de hoy. Cuenta con pantallas y animaciones dinámicas para no hacer la visita tan tediosa o aburrida, sino todo lo contrario. A los niños les gustará mucho"
3148,"Una gran opción para pasar el día y conocer acerca de la historia de México, las instalaciones impecables y excelente atención del personal. Hay servicio de paqueteria. Las visitas no son guiadas. Martes y domingos la entrada es gratis, los demás días adultos pagan 40 pesos. A las afueras del lugar hay varias opciones para comer"
3149,"Un museo bastante amplio, costo adecuado para nacionales. Instalaciones de 1er nivel. A los alrededores tienes el inicio del paseo en bote hacia el parque Fundidora y pequeños locales para comer. Cercano al palacio de gobierno donde se encuentra otro museo. Tienes para invertir 1.5 horas de tu tiempo admirando cada uno de los segmentos que tiene. Fascinante para realizar un proyecto de historia de la región ."
3150,"Es un lugar increíble, desde que entras se siente una sensación muy agradable que invita a tener un encuentro con el saber y descubrir temas interesantes y reflexionar al respecto. Me encantó! Visítenlo no se arrepentirán."
3151,"La verdad vale la pena visitarlo con toda la familia, tiene mucha información y acciones dinámicas para conocer la historia. Calzado cómodo es recomendable, dedicarle dos horas es lo apropiado. Tip los domingos la entrada es libre"
3152,"Martes y domingo entrada gratuita; Excelente lugar para aprender respecto a la historia de México, para todas las edades y accesibilidad. El tren con la historia moderna de México, es un excelente modo de aprendizaje, además de que muchas salas son interactivas."
3153,"Este imponente museo es una construcción moderna bien diseñada y de acabados de buen gusto, la exhibición que muestra esta organizada y bien documentada,  para mi gusto y opinion le faltan mas variedad en las obras exhibidas, pero gran sorpresa en un piso superior hay una antigua locomotora excelente detalle, los domingos la visita es gratuita, cuenta con elevadores."
3154,Hay muchos niños y algunos objetos están muy al alcance de los niños. Estaría bien colocar barreras para evitar que dañen las piezas. Las instalaciones en general son muy buenas. Limpias y seguras.
3155,"Excelente museo, de los mejores de la república. El único museo que te explica la identidad mexicana desde sus orígenes hasta nuestros días. Este museo debería ser visitado por todo extranjero que pretenda tener una primera impresión del país. El recorrido es breve, pero nutrido. Los servicios que ofrece el museo son de primera, cafetería, tienda, estacionamiento, etc."
3156,"Es impresionante el cuidado, la limpieza y mantenimiento que se tiene en el lugar. Y sobre las exposiciones son de primer nivel muy recomendable. Es una de muchas de las maravillas de nuestra país . Si estás de visita por la ciudad, agregalo a tu lista de sitios importantes que conocer."
3157,"Amena experiencia, aunque los padres deben ser concientes de que es un museo y no un parque de diversiones porque los niños andan corriendo y gritando, también las parejas jóvenes que guarden compostura, la experiencia no es del todo grata por esos factores."
3158,"Me gusta cómo están claramente delimitados los diferentes períodos de la historia de México, así es más fácil entender y retener a información. El museo se ha ido actualizando con el paso de los años y eso ha sido de mucha ayuda, aunque aún hay trabajo por hacer, sobretodo en la sección del México prehispánico. Recuerdo ir de niña de la escuela y nos dieron el recorrido con guía. Estaría bien que los días que son de entrada gratuita pudieran dar recorridos guiados para poder sacarle más provecho al museo."
3159,Precioso lugar para saber un poco más sobre nuestra colorida cultura
3160,"Es un espacio genial, muchas actividades dependiendo de la hora del día."
3161,"Excelente museo, la entada de adultos es de 40 pesos y se le da entrada gratuita a menores de edad, 50% de descuento a estudiantes y maestros., además los martes y domingos todos entran gratis. Hay  exposiciones cambian cada cierto tiempo y otras que no."
3162,De los mejores museos que hay en México Monterrey N L
3163,"El dia que fui fue un martes y no me cobraron.
Es un museo muy grande y lo recomendaría para todas las edades ya que hay espacios para niños y es hasta cierto punto interactivo.
Las colecciones son buenas, tiene buena organización y es muy limpio.
Es apto para personas discapacitadas, hay rampas, elevadores y los espacios de la mayoría de las exposiciones es amplio.
Tienen una cafetería muy bonita porque tiene vista al canal, de la comida y los precios no lo se porque no fui.

La tienda de regalos fue la que mas me gustó, de los museos que visite en Monterrey fue la tienda mas variada y con precios accesibles.

Mi sección favorita fue el vagón de tren interacctuvo, creo que fue lo mejor. Es entretenido y muy ingenioso.

LO MALO
Personalmente hubiese preferido que pusieran un poco de arte, pinturas. Pero ese es mi gusto personal."
3164,"Este es un excelente lugar para ir en familia, tiene acceso para sillas de ruedas, tiene seguridad. El museo está limpió, tiene un área para calcular los números de edades del tiempo de la historia. Tiene enlace (puente para ir al otro museo). 100% recomendable."
3165,"Excelente lugar, interactivo y accesible"
3166,"Un lugar muy bonito que nos muestra la cultura de nuestro México.
Siempre hay buenas exposiciones, los guías siempre están bien informados y son muy amables.
Recomendaciones esperar cada media hora al guía para hacer un recorrido con calidad."
3167,"Exlente ambiente, muy amplio, muy buena exhibición, muy bonito."
3168,"Definitivamente un museo muy completo con varias salas de exposiciones para deleitarse de la historia Mexicana, el costo es muy económico ($40 pesos) lo cual vale mucho la pena, debes de estar preparado para aprender un poco más ya que también cuenta con otras salas de flora y fauna."
3169,Muy interesante!!! Hermosa Historia de México!! La proyección en el tren me encanto!!!
3170,"Como siempre es un gusto visitar el Museo de Historia Mexicana, sus exposiciones permanentes y también la temporal, que en este caso fue con temática de los juguetes de Playmobil, en esta ocasión mis hijos disfrutaron mucho más la visita gracias a las maquetas de juguetes que representaron varias épocas históricas, recomiendo que vayan en familia antes de que se vayan."
3171,Muy padre. Algo simple pero entretenido.
3172,Excelente tienen cosas muy interesantes e importantes para ver y aprender
3173,"No se con que frecuencia cambia de exposiciones pero en lo que del año, ya estamos a principios de junio, he visto por lo menos 5 exposiciones diferentes. Todas son de diferentes temas, este mes tienen una exposición de playmobil en dioramas representando momentos o civilizaciones de la historia. Muy entretenido."
3174,"...es la 4ta. ocacion que visito el Museo en este año. Muy interesante, interactivo y agradable entorno. Seguro antes que finalice este año, deseo estar un par de ocaciones más. Saludos"
3175,Muy. Bonito ampliamente recomendado.  Un .mundo desconocido. Para los más chicos.
3176,"Muy interesante lugar. Hay una exhibición de Lego con varias tematicas: edad media, vikingos, vida Polar, piratas y corsarios. La entrada al museo es gratis los domingos y los martes. En general, esta muy interesante ya que da una idea de lo que estaba vigente en cada época de forma lúdica por los monitos de Lego."
3177,"Excelente lugar desde su diseño arquitectónico hasta sus exposiciones tanto temporales como las permanentes. La museografía esta muy bien logrado combinando los objetos históricos y la tecnología actual como el uso de luces, efectos y materiales. Tiene una escalera que se vuelve una escultura que da la bienvenida al museo. Otro punto importante es el puente que une a este museo con el museo del noreste, cruzando por el canal y teniendo como fondo el Cerro de la Silla."
3178,Está súper bonito
3179,Excelente museo puedes ir a pasear y entretener a la familia
3180,"Está muy grande y siempre tienen exposiciones diferentes, muy concurrido, limpio y ordenado.
Los domingos entras gratis.
Venden souvenirs del museo y de las exposiciones que presentan.
No puedes entrar con chicle y si puedes tomar fotografías pero sin Flash."
3181,"Excelente lugar para realizar eventos, especialmente porque hacen descuentos para las asociaciones civiles. Tienen mucho equipo e infraestructura que ponen a tu disposición. Lamentablemente el personal técnico es muy antipático e irrespetuoso, como si fuera tu culpa que odiaran su trabajo. Además, el personal de seguridad es prepotente y supremacista."
3182,"Muy buena distribución, hay que venir con tiempoeata extenso. Todo muy bien explicado"
3183,"Uno de los museos más bonitos que hay en el país, está junto con el museo del noreste y el museo del palacio su entrada es accesible desde el paseo de Santa Lucía en el centro de Monterrey Nuevo León . Muy recomendable su visita."
3184,"Extraordinario! Imperdible en tu visita a Monterrey! Adicionalmente por el mismo precio disfrutarás de 2 museos más. Cuenta con estacionamiento bajo techo que comunica directamente con Elevador y escaleras al Museo, con precios muy accesibles! A propósito... Martes y Domingos la entrada a los 3 museos es Gratis! 😊"
3185,Está muy lindo e interesante y todo por $40
3186,"Excelente museo de la ciudad de Monterrey, hay que visitarlo si te encuentras aquí. Martes y domingo la entrada es gratis e incluye los tres museos o sea los otros 2 que se encuentran cerca alrededor. Además allí comienza el paseo o río artificial Santa Lucía que conecta al parque Fundidora."
3187,"Los guías fueron muy amables, vi muchas familias con niños pequeños y todos se portaron muy amables, eso si, si llevas bebidas contigo no las puedes dejar ni en paqueteria, o las tiras, o regresas otro dia."
3188,"Está bien pero ahorita por la pandemia no está activado todo lo interactivo o multimedia, con lo cual se reduce mucho. Los domingos es gratis el acceso"
3189,"El museo no tiene un orden y es difícil entender las galerías, no sirve el material autodidacta."
3190,"El Museo de Historia Mexicana contiene una vista general de las historia de México desde la epoca prehispanica hasta finales del siglo XX.
Tambien cuenta con exposiciones temporales y se conecta con el museo MUNE.
Tienes auditorio, tienda de regalos, estacionamiento subterraneo y cafeteria afuera del museo."
3191,"Excelente lugar, muy interesante las exposiciones temporales y permanentes. El lugar tiene siempre exposiciones que ayudan a que Mty sea un lugar de cultura y diversidad, es magnífica la exposición permanente de Marfil es la cual a través de su colección invaluable nos ayuda a tratar de comprender el trasfondo de la cultura religiosa en todo el mundo. Ampliamente recomendada. RECUERDEN QUE MARTES Y DOMINGO LA ENTRADA ES LIBRE."
3192,"Fascinante e interesante, muy recomendado lleves a tus niños, se divierten y aprenden.
Los niños entran gratis. Adultos 40 pesitos. Vale mucho  la pena. Los domingos hay variedad dentro del museo y no te cobran. Súper padre!! No hay excusa para no sacar a tus niños de paseo. 😊😉"
3193,"Excelente museo, las tarifas súper accesibles los niños no pagan e incluso en vacaciones frecuentemente nadie paga, el costo incluye visita a los tres museos, uno está al lado Qué es el museo del noreste, el otro está a unos ciento y tantos de metros. Realmente muy atractiva la visita."
3194,Está muy bello
3195,Buen lugar para visitar y observar las exhibiciones que están vigentes
3196,Mucho muy rico en historia
3197,"La entrada el día martes fue libre.
Una e posición muy interesante."
3198,Excelente museo para ir a relajarse y aprender sobre historia.
3199,Estuvo muy genial
3200,"Muy interactivo, con zonas de aprendizaje virtuales muy innovadoras. Piezas gigantes así como pequeñas. Hay máquinas que te enseñan las numeraciones antiguas en forma de ábaco. Muy buen lugar para todas las edades."
3201,Me encanta  ese lugar es ideal  para ir con la familia
3202,Esta muy bonito y tiene unas muy buenas explicaciones
3203,Es un excelente museo para conocer la historia de México. Tiene colecciones bastante buenas. También realizan muy buenas exposiciones temporales. Los martes y domingos la entrada es gratis.
3204,"Un magnifico lugar para conocer visual, gráfico y detallado la historia y datos que en general no se conocen; además puedes apreciar del arte físico y las dimensiones reales, muy recomendado."
3205,Cosas que han pasado y que dejaron huella en la historia
3206,la primera vez que voy a un museo y me ha encantado
3207,"El museo cuenta con diferentes exposiciones, esta amplio y cuenta con clima, baños y servicio de paqueteria, pudes pagar en efectivo o tarjeta, tiene actividades para niños y tienda de regalos."
3208,"Excelentes exposiciones en sus salas! Muy limpio todo.
Domingo es gratis.
Solo me gustaría que mejoraran los diálogos de los guías jóvenes, quieren ser graciosos y se escuchan algo falsos."
3209,"Un museo en medio de un paseo muy amplio, todo el complejo en general es muy limpio, muy cuidado y muy interesante. Uno de los guías del lugar no fue tan amable como todos los demás, quizá tuvo un mal día. Aún así es uno de los lugares obligados para turistiar."
3210,"Excelente lugar para distraerse y aprender cultura general. Excelentes excibiciones y presentaciones de teatro de historia mexicana. Me gusta la organización que tiene el museo, además de que siempre están atentos al servicio del visitante.  El lugar cuenta con muy buena limpieza tanto en lobby, salas de exhibición y sanitarios. Lugar recomendado para pasar un buen domingo."
3211,"Hermoso museo con exhibiciones muy completas y muy atendido por su personal. Lugar a visitar si visitas Monterrey, muchos atractivos y comida alrededor. Excelente para pasear. Domingos con entrada gratuita"
3212,"Muy buen museo conviene visitarlo los domingos temprano, ya que ese día es totalmente gratis. El museo cuenta con varias salas que van narrando la historia de México desde la época prehispánica hasta la actualidad, lo interesante es que cada sala cuenta con muchas atracciones interactivas que sirven para reforzar lo aprendido y que no sea aburrido el recorrido.
Completamente recomendado."
3213,"Muy bonito cuenta con muchísimas cosas por ver que son interesantes, nos tocó un domingo que la entrada era gratis y es bastante extenso mi parte favorita fue la zona de las armas de fuego antiguas"
3214,"Muy padre museo, no quería entrar, pero al final me sorprendió gratamente, los animales disecados, los cuadros de ex-presidentes mexicanos, el vagón de ferrocarril, las figuras de marfil tan elaboradas. Los baños están muy limpios y sobre todo los domingos es completamente gratis la entrada."
3215,"Si quieres conocer y aumentar tus conocimientos de historia mexicana, aquí es el lugar"
3216,"Es uno de los 4 museos mas emblemáticos de la ciudad de Monterrey, Y junto con el MUNE son los mejores. Y aunque ya tienen algo de tiempo, las instalaciones se ven y se sienten muy modernas. Además el costo de entrada es muy barato y tiene días donde la entrada es gratuita, yo le recomiendo a todos, turistas o no que lo visiten tan siquiera una vez en lo que estan aqui en Monterrey."
3217,Tiene muy buenas exposiciones la tienda de suvenir está muy padre me compré varias cosas en el restaurante está súper bonito tienen estacionamiento también y acceso para sillas de ruedas todo muy limpio los baños muy bien Y pues me divertí mucho yendo al museo la verdad la gente es muy amable aparte los domingos es gratis
3218,Excelente  atención y excelentes exposiciones
3219,Lindo lugar
3220,"Excelentes exposiciones, muchos eventos públicos gratuito de buena calidad"
3221,Buen sitio para fomentar la vida de los antiguos colonizadores.
3222,"El precio de la entrada se me hizo barato ($40) comparado con otros museos en la misma zona que tienen menos cosas que ver.
Tiene varias salas padrisimas y se conecta con el museo del Noreste. Me encantó!"
3223,Muy completo desde la visión prehispánica hasta la época de la revolución
